endTime,artistName,trackName,msPlayed
2022-05-18 12:29,Bruno Mars,Marry You,4600
2022-05-18 12:29,Augustana,Sweet and Low - New Album Version,970
2022-05-18 12:29,Taylor Swift,Enchanted,1230
2022-05-18 12:29,Lipta,จากวันนี้,221146
2022-05-18 12:29,The Calling,Wherever You Will Go,1310
2022-05-18 12:30,Jewel,Doin' Fine,560
2022-05-18 12:30,Eminem,Love The Way You Lie,1020
2022-05-18 12:30,Taylor Swift,Welcome To New York,1190
2022-05-18 12:30,Boyd Kosiyabong,คนข้างล่าง,1620
2022-05-18 12:30,Jimmy Eat World,Work,2280
2022-05-18 12:30,Blue,If You Come Back,8620
2022-05-18 12:30,JETSET'ER,จูบ,740
2022-05-18 12:30,Bleachers,Alfie's Song (Not So Typical Love Song),4340
2022-05-18 12:30,The Fray,Never Say Never,1210
2022-05-18 12:30,Boyd Kosiyabong,คำถามโง่ๆ,2380
2022-05-18 12:30,Rosenstolz,Ich bin ich (Wir sind wir),240
2022-05-18 12:30,Thomas Rhett,That Old Truck,1110
2022-05-18 12:30,Whethan,Aftertaste (feat. Opia),680
2022-05-18 12:30,Sam Smith,Pray,2200
2022-05-18 12:30,Avril Lavigne,When You're Gone,620
2022-05-18 12:30,Twin Atlantic,Time for You to Stand Up,1990
2022-05-18 12:30,Kygo,Think About You,1110
2022-05-18 12:30,XL Step,ชายในฝัน,950
2022-05-18 12:30,เฟย์ ฟาง แก้ว,คำถาม My Question ?,930
2022-05-18 12:30,Khalid,Young Dumb & Broke,1130
2022-05-18 12:30,CHVRCHES,Miracle,2800
2022-05-18 12:30,Five For Fighting,China on the Horizon 2006,960
2022-05-18 12:30,Betty Who,Mama Say - SHADES Remix,1150
2022-05-18 12:30,Khalid,OTW,2170
2022-05-18 12:30,Taylor Swift,Sparks Fly,1070
2022-05-18 12:30,KAYDEN,We Were Young,920
2022-05-18 12:34,Eminem,Love The Way You Lie,181460
2022-05-18 12:34,Carlie Hanson,Cigarettes,1410
2022-05-18 12:34,Post Malone,I Fall Apart,790
2022-05-18 12:34,Bell Supol,ปากไม่ดี,4800
2022-05-18 12:34,Twin Atlantic,Time for You to Stand Up,830
2022-05-18 12:34,Lipta,นี่ฉันเอง,4560
2022-05-18 12:34,Jeremy Zucker,talk is overrated,1150
2022-05-18 12:37,Post Malone,Cooped Up (with Roddy Ricch),185857
2022-05-18 12:40,Kelsea Ballerini,Dibs,183948
2022-05-18 13:15,Kelsea Ballerini,Dibs,430
2022-05-18 13:15,Russell Dickerson,Love You Like I Used To,142921
2022-05-18 13:19,Post Malone,Cooped Up (with Roddy Ricch),185857
2022-05-18 13:22,Kelsea Ballerini,Dibs,183948
2022-05-18 13:22,Russell Dickerson,Love You Like I Used To,0
2022-05-18 13:23,Chris Lane,I Don't Know About You,2645
2022-05-18 13:23,MIKA,Happy Ending,9557
2022-05-18 13:23,MIKA,Tomorrow,1791
2022-05-18 13:26,Post Malone,Cooped Up (with Roddy Ricch),185857
2022-05-18 13:29,Kelsea Ballerini,Dibs,183948
2022-05-18 13:32,Russell Dickerson,Love You Like I Used To,186613
2022-05-18 13:36,MIKA,Tomorrow,229640
2022-05-18 13:40,Lauv,Feelings,1280
2022-05-18 13:40,Nick Wilson,Say It Now,1310
2022-05-18 13:40,MIKA,Happy Ending,133218
2022-05-18 13:40,Ben Folds,Still Fighting It,1010
2022-05-18 13:40,Lady Gaga,Born This Way,1130
2022-05-18 13:40,Lauv,All 4 Nothing (I'm So In Love),2250
2022-05-18 13:40,Zaza,นอนไม่หลับ,3020
2022-05-18 13:44,Joosiq,Baby I Need You,215400
2022-05-19 00:49,Macy Gray,I Try,224369
2022-05-19 00:52,Better Weather,เก็บอาการ,220000
2022-05-19 00:55,เป๊ก เปรมณัช,ง่ายง่าย,147640
2022-05-19 00:58,Post Malone,Cooped Up (with Roddy Ricch),185857
2022-05-19 01:01,Kelsea Ballerini,Dibs,183948
2022-05-19 01:04,Russell Dickerson,Love You Like I Used To,186613
2022-05-19 01:06,The Band CAMINO,See Through,1570
2022-05-19 01:06,Mild,เหนื่อยเกินไปหรือเปล่า,590
2022-05-19 01:06,Better Weather,เก็บอาการ,1630
2022-05-19 01:06,Avril Lavigne,Bigger Wow,16240
2022-05-19 01:06,Westlife,If I Let You Go - Radio Edit,1100
2022-05-19 01:06,Taylor Swift,Blank Space,1850
2022-05-19 01:06,MIKA,Happy Ending,530
2022-05-19 01:06,Ben Folds,Still Fighting It,7100
2022-05-19 01:06,MIKA,Tomorrow,95081
2022-05-19 01:06,Katy Perry,Teenage Dream,1000
2022-05-19 01:06,Lady Gaga,Born This Way,1040
2022-05-19 01:06,The Script,Nothing,1340
2022-05-19 01:06,Skykick Ranger,ภวังค์ (Love Magic),890
2022-05-19 01:06,Lorde,400 Lux,1740
2022-05-19 01:06,Bell Supol,ทรมานตัวเอง,700
2022-05-19 01:10,Shallou,Lie,6086
2022-05-19 01:10,Charlie Puth,One Call Away,620
2022-05-19 01:10,Incubus,Drive,232453
2022-05-19 01:10,Parachute,Forever And Always,530
2022-05-19 01:15,Charlie Puth,One Call Away,4810
2022-05-19 01:15,Taylor Swift,Breathe,1040
2022-05-19 01:15,Parachute,Forever And Always,248960
2022-05-19 01:18,WANYAi,เจ็บจนพอ (Enough),5248
2022-05-19 01:18,Basketband,คนน่ารักมักใจร้าย,202582
2022-05-19 01:22,JoJo,Too Little Too Late,221720
2022-05-19 01:26,Bird Thongchai,ช่วยรับที,231986
2022-05-19 01:28,Juju,Hi Babe,1170
2022-05-19 01:28,The 1975,It's Not Living (If It's Not With You),139388
2022-05-19 01:29,Singto Numchok,อยู่ต่อเลยได้ไหม,73290
2022-05-19 01:29,Chelsea Cutler,Water on the Bridge,1150
2022-05-19 01:29,60Miles,ผิดที่ฉัน,300
2022-05-19 01:29,Avril Lavigne,Nobody's Home,920
2022-05-19 01:29,Harrison Brome,Body High,870
2022-05-19 01:30,Backstreet Boys,Inconsolable,1100
2022-05-19 01:30,Kasbo,About You,830
2022-05-19 01:33,Chilling Sunday,คนเก่าเขาทำไว้ดี (Can’t win),210500
2022-05-19 01:36,Bird Thongchai,ร้องไห้ทำไม,1350
2022-05-19 01:36,Sam Smith,Say It First,2140
2022-05-19 01:36,Backstreet Boys,Drowning,1200
2022-05-19 01:36,Christian French,By Myself,560
2022-05-19 01:36,NOTD,I Wanna Know (feat. Bea Miller),194990
2022-05-19 01:36,Yes'sir Days,แผลที่ไม่มีวันหาย,1160
2022-05-19 01:37,Sam Smith,Burning,1150
2022-05-19 01:37,Loote,tomorrow tonight,17500
2022-05-19 01:37,Avril Lavigne,Anything but Ordinary,870
2022-05-19 01:40,Potato,จำอะไรไม่ได้,3570
2022-05-19 01:40,Will Young,Ground Running,3360
2022-05-19 01:40,Dashboard Confessional,Belle Of The Boulevard,131720
2022-05-19 01:40,Pang Nakarin,ทำอะไรสักอย่าง,1950
2022-05-19 01:40,Thomas Rhett,Slow Down Summer,830
2022-05-19 01:40,Chelsea Cutler,You Make Me,890
2022-05-19 01:40,Sqweez Animal,รักไม่หลอก,2290
2022-05-19 01:40,Britney Spears,...Baby One More Time,3310
2022-05-19 02:06,Justin Bieber,Never Say Never,195240
2022-05-19 02:06,Michelle Branch,Lay Me Down,1020
2022-05-19 02:06,Potato,เธอยัง...,870
2022-05-19 02:06,Tom Walker,Just You and I,1070
2022-05-19 02:06,Bodyslam,ชีวิตเป็นของเรา,2640
2022-05-19 02:06,Christian French,Dying Alive,1180
2022-05-19 02:06,Westlife,My Love,1540
2022-05-19 02:08,Loote,Exes,128773
2022-05-19 02:09,Westlife,I Lay My Love on You - Remix,2340
2022-05-19 02:09,One Direction,Fool's Gold,53156
2022-05-19 02:09,Drake,One Dance,1630
2022-05-19 02:09,Colour Coding,Perfect,910
2022-05-19 02:09,A R I Z O N A,Cross My Mind,780
2022-05-19 02:13,Van Morrison,Days Like This,840
2022-05-19 02:13,Miley Cyrus,Wrecking Ball,750
2022-05-19 02:13,Bodyslam,ชีวิตยังคงสวยงาม,1540
2022-05-19 02:13,Harry Styles,Watermelon Sugar,1620
2022-05-19 02:13,Lifehouse,You And Me,1090
2022-05-19 02:13,DNCE,Toothbrush,1760
2022-05-19 02:13,Tattoo Colour,ฟ้า,1170
2022-05-19 02:13,gianni & kyle,pop a pill,1360
2022-05-19 02:13,Kacy Hill,Hard To Love,1280
2022-05-19 02:13,Ink Waruntorn,เกี่ยวกันไหม(You?),1520
2022-05-19 02:13,Natasha Bedingfield,These Words,2560
2022-05-19 02:13,Chelsea Cutler,You're Gonna Miss This,1180
2022-05-19 02:13,Binocular,You,212540
2022-05-19 02:17,Natasha Bedingfield,These Words,216360
2022-05-19 02:18,Liam Payne,Strip That Down,1310
2022-05-19 02:18,Chris Brown,With You,1330
2022-05-19 02:18,Harry Styles,Watermelon Sugar,5330
2022-05-19 02:18,Colbie Caillat,Fallin' For You,620
2022-05-19 02:18,Ann Thitima,รักก็คือรัก,2030
2022-05-19 02:18,The Script,No Good in Goodbye,2780
2022-05-19 02:18,Pramote Vilepana,แค่บอกว่ารักเธอ - Light,1040
2022-05-19 02:21,Kesha,Praying,650
2022-05-19 02:21,Jimmy Eat World,The Middle,1350
2022-05-19 02:21,Getsunova,ปลาบนฟ้า,1270
2022-05-19 02:21,XL Step,เหนื่อยใจ,560
2022-05-19 02:21,Tatiana Manaois,This Other Person,1110
2022-05-19 02:21,Better Weather,ข้อความ (Original version by PAUSE),1210
2022-05-19 02:21,Skykick Ranger,ก่อนร้านปิด (The Primp),1190
2022-05-19 02:21,98º,I Do (Cherish You),1690
2022-05-19 02:21,Ellie Goulding,Burn,550
2022-05-19 02:21,Bodyslam,แสงสุดท้าย,5090
2022-05-19 02:21,Jesse McCartney,She's No You,1300
2022-05-19 02:21,Da Endorphine,ที่เห็นและเป็นอยู่,1200
2022-05-19 02:21,Passion Pit,All I Want,1010
2022-05-19 02:21,Nelly Furtado,Promiscuous,650
2022-05-19 02:21,Sixpence None The Richer,Kiss Me,190400
2022-05-19 02:21,CHVRCHES,Miracle,740
2022-05-19 02:21,The Vamps,Missing You,800
2022-05-19 02:24,Post Malone,Cooped Up (with Roddy Ricch),185857
2022-05-19 02:27,Kelsea Ballerini,Dibs,183948
2022-05-19 02:27,Russell Dickerson,Love You Like I Used To,0
2022-05-19 02:27,Chelsea Cutler,please,1580
2022-05-19 02:27,M2M,Wait for Me,1590
2022-05-19 02:27,Lawson,Where My Love Goes,840
2022-05-19 02:28,Sqweez Animal,จนวันสุดท้าย,560
2022-05-19 02:28,Greasy Cafe',สิ่งเหล่านี้,730
2022-05-19 02:28,OneRepublic,Feel Again,2020
2022-05-19 02:28,Polycat,เพื่อน,600
2022-05-19 02:28,Justin Bieber,One Less Lonely Girl,740
2022-05-19 02:28,New West,Next To You,940
2022-05-19 02:28,Jack Ü,Where Are Ü Now (with Justin Bieber),2540
2022-05-19 02:28,Golf Pichaya,ไม่พอดี ไม่ดีพอ,860
2022-05-19 02:31,Justin Bieber,One Less Lonely Girl,227560
2022-05-19 02:35,Polycat,เพื่อน,229367
2022-05-19 02:36,Vance Joy,Mess Is Mine,69312
2022-05-19 02:36,The Fray,All At Once,1730
2022-05-19 02:36,Parachute,Had It All,1050
2022-05-19 02:36,Hilary Duff,Someone's Watching Over Me,870
2022-05-19 02:37,Ten To Twelve,เคียง,2720
2022-05-19 02:37,Chelsea Cutler,You Can Have It,1370
2022-05-19 02:37,Lorde,Million Dollar Bills,2480
2022-05-19 02:37,MEAN,ถ้าเธอหายไป,2810
2022-05-19 02:37,James Arthur,Naked,2480
2022-05-19 02:37,Sunwoojunga,Idle Idle,1930
2022-05-19 02:37,Greasy Cafe',ไม่มีวันกลับมา,3950
2022-05-19 02:37,The Script,It's Not Right for You,1540
2022-05-19 02:37,King Princess,Talia,2630
2022-05-19 02:37,Flume,Tiny Cities,1290
2022-05-19 02:37,Ed Sheeran,Castle on the Hill,3510
2022-05-19 02:37,Endlich August,Das ist Berlin,1350
2022-05-19 02:37,James TW,For You,1050
2022-05-19 02:42,JETSET'ER,ที่ของเธอ (Next Chapter),1510
2022-05-19 02:42,TLC,No Scrubs,5260
2022-05-19 02:42,Maggie Rogers,Say It,1900
2022-05-19 02:42,The White Hair Cut,คนคนนึง,1370
2022-05-19 02:42,Jeremy Zucker,desire,5130
2022-05-19 02:42,Lorde,Supercut,274810
2022-05-19 02:42,Maroon 5,Wait,9120
2022-05-19 02:42,Sleigh Bells,Rill Rill,1120
2022-05-19 02:43,Dizzy,Bleachers,82350
2022-05-19 02:47,92914,Sunset,920
2022-05-19 02:47,Sam Smith,Midnight Train,860
2022-05-19 02:47,Keane,Everybody's Changing,1530
2022-05-19 02:47,Buddha Bless,ลืมไปก่อน,820
2022-05-19 02:47,Chelsea Cutler,Three Words Away,950
2022-05-19 02:47,Gryffin,Nobody Compares To You (feat. Katie Pearlman),231290
2022-05-19 02:47,Benji Lewis,To Stay,4649
2022-05-19 02:47,Jack Garratt,Breathe Life,1000
2022-05-19 02:47,Potato,อุปสรรคก่อให้รักบังเกิด,1310
2022-05-19 02:47,LANY,Made In Hollywood,4260
2022-05-19 02:47,Parachute,Forever And Always,1150
2022-05-19 02:48,JAYLERR,ดี๊ดี (UNEXPECTED),2300
2022-05-19 02:48,Taylor Swift,The Very First Night (Taylor's Version) (From The Vault),970
2022-05-19 02:48,The All-American Rejects,Move Along,890
2022-05-19 02:48,Billy Joel,Uptown Girl,770
2022-05-19 02:48,Tal Bachman,She's so High,880
2022-05-19 02:48,Flume,Never Be Like You,1170
2022-05-19 02:48,Lauv,Enemies,1260
2022-05-19 02:48,Tiësto,Let’s Go,820
2022-05-19 02:48,Room 39,รักตัวเอง,4950
2022-05-19 02:48,Mokita,Goodbye - Chill Mix,780
2022-05-19 02:48,SPF,9 นาฬิกา,740
2022-05-19 02:48,Season Five,เมื่อคืน Feat. The Parkinson,24760
2022-05-19 02:48,ANDREAH,You,910
2022-05-19 02:48,Major Lazer,Trigger,1520
2022-05-19 02:48,Taylor Swift,The Story Of Us,980
2022-05-19 02:48,FLETCHER,Bitter,1650
2022-05-19 02:48,bülow,Wake Up,650
2022-05-19 02:48,The All-American Rejects,Fallin' Apart,1340
2022-05-19 02:48,Natasha Bedingfield,These Words,1300
2022-05-19 02:48,Future Generations,Stars,750
2022-05-19 02:48,Praw Kanitkul,ได้โปรด - เพลงประกอบละคร หวานใจกับนายจอมหยิ่ง,1240
2022-05-19 08:59,Sam Hunt,Leave The Night On,4007
2022-05-19 08:59,Dido,Here With Me,1080
2022-05-19 08:59,Yellowcard,Ocean Avenue,576
2022-05-19 08:59,Lady Gaga,Born This Way,670
2022-05-19 08:59,Maiyarap,แฟนใหม่หน้าคุ้น,700
2022-05-19 08:59,Harrison Brome,Body High,1450
2022-05-19 08:59,Mr.Team,คนใหม่,37738
2022-05-19 09:02,Post Malone,Cooped Up (with Roddy Ricch),185857
2022-05-19 09:05,Kelsea Ballerini,Dibs,183948
2022-05-19 09:08,Russell Dickerson,Love You Like I Used To,186613
2022-05-19 09:09,O-Pavee,นักเดินทาง,1270
2022-05-19 09:09,MIKA,Happy Ending,890
2022-05-19 09:09,MIKA,Tomorrow,49761
2022-05-19 09:09,Lady Gaga,Born This Way,6370
2022-05-19 09:13,The Fray,Syndicate,1010
2022-05-19 09:13,PORTRAIT,อย่าทำอย่างนั้น feat. The Rube,770
2022-05-19 09:13,Loote,she's all yours,840
2022-05-19 09:13,Mokita,London,900
2022-05-19 09:13,The Wldlfe,Raincoat,730
2022-05-19 09:13,walk in love.,Best Day With You,610
2022-05-19 09:13,ILLENIUM,Crashing (feat. Bahari),580
2022-05-19 09:13,Justin Bieber,Never Say Never,1940
2022-05-19 09:13,The Fray,Changing Tides,1270
2022-05-19 09:13,Snow Patrol,This Isn't Everything You Are,590
2022-05-19 09:13,SEBASTIAN PAUL,CRUSH,600
2022-05-19 09:13,Post Malone,White Iverson,910
2022-05-19 09:13,Buddha Bless,ลืมไปก่อน,590
2022-05-19 09:13,Taylor Swift,This Love (Taylor’s Version),1040
2022-05-19 09:13,Shallou,. . . Lost,970
2022-05-19 09:13,Maggie Rogers,Love You For A Long Time,710
2022-05-19 09:13,KLEAR,จะรักหรือจะร้าย,237746
2022-05-19 09:13,Cold War Kids,First,3063
2022-05-19 09:13,Maggie Rogers,On + Off,1380
2022-05-19 09:13,Jordin Sparks,One Step At a Time,2490
2022-05-19 09:17,The Fray,Syndicate,12026
2022-05-19 09:17,walk in love.,Best Day With You,223853
2022-05-19 09:17,Natalie Imbruglia,Torn,810
2022-05-19 09:17,Lennon Stella,Fortress,590
2022-05-19 09:17,Avicii,Without You (feat. Sandro Cavazza),580
2022-05-19 09:17,60Miles,ผิดที่ฉัน,830
2022-05-19 09:17,Khalid,My Bad,620
2022-05-19 09:17,Lisa Loeb,Fools Like Me,820
2022-05-19 09:17,The Red Jumpsuit Apparatus,Face Down,610
2022-05-19 09:17,Matt Nathanson,Used To Be,700
2022-05-19 09:18,H.E.R.,Hard Place,1440
2022-05-19 09:18,Matthew John Kurz,In Case You Miss Me,630
2022-05-19 09:18,The 1975,Chocolate,810
2022-05-19 09:18,Bodyslam,ความรัก,1620
2022-05-19 09:21,S Club 7,Never Had A Dream Come True,1210
2022-05-19 09:21,Joosiq,Baby I Need You,215400
2022-05-19 09:21,Glades,Eyes Wide Shut,17219
2022-05-19 09:21,The 1975,Robbers,710
2022-05-19 09:22,Silly Fools,คนที่ฆ่าฉัน,1100
2022-05-19 09:22,Mac Miller,Come Back to Earth,710
2022-05-19 09:22,Jimmy Eat World,The Middle,1260
2022-05-19 09:22,Atom Chanakan,ทางของฝุ่น (Dust),1410
2022-05-19 09:22,Boyd Kosiyabong,ฤดูที่แตกต่าง,790
2022-05-19 09:22,Avril Lavigne,What the Hell,850
2022-05-19 09:22,Rob Thomas,Ever the Same,760
2022-05-19 09:22,BANNERS,Someone To You,1420
2022-05-19 09:22,Chelsea Cutler,Out of Focus,1140
2022-05-19 09:22,Lifehouse,You And Me,720
2022-05-19 09:22,Whatcharawale,น้อย,840
2022-05-19 09:22,Room 39,หน่วง,3090
2022-05-19 09:22,Hearts Like Lions,Stranger,590
2022-05-19 09:22,Wan Thanakrit,อยู่บำรุง,1300
2022-05-19 09:22,gianni & kyle,5 shots,720
2022-05-19 09:22,The Brummies,Takes Some Time,1660
2022-05-19 09:22,The Fray,You Found Me,670
2022-05-19 09:22,KAYDEN,One of the Good Ones,1140
2022-05-19 09:22,Pixie Lott,Cry Me Out,970
2022-05-19 09:22,Augustana,Boston,1230
2022-05-19 09:22,Ingrid Andress,Both,1270
2022-05-19 09:22,Lauv,Sad Forever,2450
2022-05-19 09:22,Brian McKnight,Back At One,970
2022-05-19 09:22,Future Generations,Stars,1160
2022-05-19 09:22,Bird Thongchai,จะได้ไม่ลืมกัน,3310
2022-05-19 09:22,Silly Fools,หนึ่งเดียวของฉัน,2120
2022-05-19 09:22,James TW,You & Me,980
2022-05-19 09:22,Lauv,Paris in the Rain,18220
2022-05-19 09:25,Liam Payne,Strip That Down,1020
2022-05-19 09:25,JP Cooper,All This Love,1100
